"filename", "language", "HTML", "PHP", "JSON", "Markdown", "reStructuredText", "JavaScript", "CSS", "XML", "YAML", "Makefile", "Docker", "comment", "blank", "total"
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserGender.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserIm.php", "PHP", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 5, 135
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserKeyword.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserLanguage.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserLocation.php", "PHP", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 5, 153
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserMakeAdmin.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserName.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserOrganization.php", "PHP", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 5, 243
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserPhone.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserPhoto.php", "PHP", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 5, 171
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserPosixAccount.php", "PHP", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 5, 207
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserRelation.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserSshPublicKey.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserUndelete.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\UserWebsite.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\Users.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 5, 119
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\VerificationCode.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\Directory\VerificationCodes.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 5, 80
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo.php", "PHP", 0, 3246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 8, 3296
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ActivateManualTriggerRequest.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 26
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ActiveViewVideoViewabilityMetricConfig.php", "PHP", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 5, 117
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Adloox.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 46
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Advertiser.php", "PHP", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 5, 249
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserAdServerConfig.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 59
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserCreativeConfig.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserDataAccessConfig.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 43
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserGeneralConfig.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserSdfConfig.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 61
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AdvertiserTargetingConfig.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AgeRangeAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AgeRangeTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AppAssignedTargetingOptionDetails.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AppCategoryAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AppCategoryTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Asset.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AssetAssociation.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 61
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AssignedInventorySource.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AssignedLocation.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AssignedTargetingOption.php", "PHP", 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 322, 5, 819
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AssignedUserRole.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AudienceGroupAssignedTargetingOptionDetails.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 124
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AudioContentTypeAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AudioContentTypeTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AudioVideoOffset.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AuditAdvertiserResponse.php", "PHP", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 5, 171
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AuthorizedSellerStatusAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\AuthorizedSellerStatusTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BiddingStrategy.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 75
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BrowserAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BrowserTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BudgetSummary.php", "PHP", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 5, 115
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAdvertiserAssignedTargetingOptionsRequest.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 60
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAdvertiserAssignedTargetingOptionsResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedInventorySourcesRequest.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 5, 98
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedInventorySourcesResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedLocationsRequest.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedLocationsResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedUserRolesRequest.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditAssignedUserRolesResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditLineItemAssignedTargetingOptionsRequest.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 60
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditLineItemAssignedTargetingOptionsResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditNegativeKeywordsRequest.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditNegativeKeywordsResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditPartnerAssignedTargetingOptionsRequest.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 60
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditPartnerAssignedTargetingOptionsResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditSitesRequest.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 5, 98
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkEditSitesResponse.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkListAdvertiserAssignedTargetingOptionsResponse.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkListCampaignAssignedTargetingOptionsResponse.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkListInsertionOrderAssignedTargetingOptionsResponse.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BulkListLineItemAssignedTargetingOptionsResponse.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BusinessChainAssignedTargetingOptionDetails.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 90
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BusinessChainSearchTerms.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\BusinessChainTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Campaign.php", "PHP", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 5, 200
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CampaignBudget.php", "PHP", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 5, 185
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CampaignFlight.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 61
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CampaignGoal.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 61
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CarrierAndIspAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CarrierAndIspTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CategoryAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CategoryTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Channel.php", "PHP", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 5, 153
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ChannelAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CmHybridConfig.php", "PHP", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 5, 136
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CmTrackingAd.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CombinedAudience.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CombinedAudienceGroup.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CombinedAudienceTargetingSetting.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContactInfo.php", "PHP", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 5, 136
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContactInfoList.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentDurationAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentDurationTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentGenreAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentGenreTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentInstreamPositionAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentInstreamPositionTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentOutstreamPositionAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentOutstreamPositionTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentStreamTypeAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ContentStreamTypeTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\ConversionCountingConfig.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CounterEvent.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CreateAssetRequest.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CreateAssetResponse.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 43
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CreateAssignedTargetingOptionsRequest.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 62
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CreateSdfDownloadTaskRequest.php", "PHP", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 5, 129
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Creative.php", "PHP", 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 397, 5, 846
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CreativeConfig.php", "PHP", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 5, 77
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomBiddingAlgorithm.php", "PHP", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 5, 206
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomBiddingModelReadinessState.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomBiddingScript.php", "PHP", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 5, 168
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomBiddingScriptRef.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomList.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomListGroup.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 5, 44
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\CustomListTargetingSetting.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Date.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DateRange.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 59
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DayAndTimeAssignedTargetingOptionDetails.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 99
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeactivateManualTriggerRequest.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 26
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeleteAssignedTargetingOptionsRequest.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 64
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeviceMakeModelAssignedTargetingOptionDetails.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 81
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeviceMakeModelTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeviceTypeAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DeviceTypeTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DigitalContentLabelAssignedTargetingOptionDetails.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DigitalContentLabelTargetingOptionDetails.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 45
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\Dimensions.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 63
"c:\wamp\www\complaint\application\libraries\google\vendor\google\apiclient-services\src\DisplayVideo\DisplayvideoEmpty.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 26
